song1,song2,distance
1976,guit_koshkin_da_capo_03_dance,464.809815422
1976,guit_koshkin_da_capo_04_ballad,284.294550392
1976,guit_koshkin_da_capo_05_snowflakes,1021.89460267
1976,guit_koshkin_da_capo_06_desert,438.971205495
1976,guit_koshkin_da_capo_07_five_crotchets,430.165652926
1976,guit_koshkin_da_capo_08_dialogue,742.148716102
1976,guit_koshkin_da_capo_09_elephant,1266.18661123
1976,guit_koshkin_da_capo_10_waltz,734.978276953
1976,guit_koshkin_da_capo_11_without_landscape,1901.15042893
1976,guit_koshkin_da_capo_12_ceremony,724.940379357
1976,guit_koshkin_da_capo_13_ukranian_folk_song,1404.58446167
1976,guit_koshkin_da_capo_14_carcassi,645.791342553
1976,guit_koshkin_da_capo_15_etude,1177.42926709
1976,guit_koshkin_da_capo_16_humoresque,1441.91108355
1976,guit_koshkin_da_capo_17_the_sailors_fate,1042.99723567
1976,guit_koshkin_da_capo_18_jota,333.329045641
1976,guit_koshkin_da_capo_19_polka,515.221169874
1976,guit_koshkin_da_capo_20_jig,1137.27611816
1976,guit_koshkin_da_capo_21_dotted_line,1116.26551369
1976,guit_koshkin_da_capo_22_choros,844.80080864
1976,guit_koshkin_da_capo_23_aria,2603.78908894
1976,guit_koshkin_da_capo_24_amphion,1463.52625389
1976,guit_koshkin_mascarades_01_poissons_dor,194.183931753
1976,guit_koshkin_mascarades_02_le_bateau_en_papier,524.348163641
1976,guit_koshkin_mascarades_03_rodeo,101.594824778
1976,guit_koshkin_mascarades_04_valse,742.86070728
1976,guit_koshkin_mascarades_05_la_marelle,519.744173378
1976,guit_koshkin_mascarades_06_le_dragon_de_papier,550.279019531
1976,guit_koshkin_mascarades_07_la_chanson_du_menestrel,320.783246259
1976,guit_koshkin_mascarades_08_pinocchio,222.224315546
1976,guit_koshkin_mascarades_09_colombine,556.497577396
1976,guit_koshkin_prelude_and_waltz,3463.53050136
1976,guit_koshkin_the_fall_of_birds_1_andante_quasi_passacaglia,1550.18146906
1976,guit_koshkin_the_fall_of_birds_2_toccata,614.451349246
1976,guit_koshkin_the_porcelain_tower_0_theme_by_stepan_rak,344.543498461
1976,guit_koshkin_the_porcelain_tower_1_march_the_yellow_paper_dragon,836.594353282
1976,guit_koshkin_the_porcelain_tower_2_valse_bamboo_umbrella,781.182849625
1976,guit_koshkin_the_porcelain_tower_3_sarabande_sphere_inside_sphere,2459.06859595
1976,guit_koshkin_the_porcelain_tower_6_toccata_fox-werewolf,1008.1243289
1976,guit_koshkin_the_princes_toys_1_the_mischievous_prince,2159.42618466
1976,guit_koshkin_the_princes_toys_2_the_mechanical_monkey,1013.90380405
1976,guit_koshkin_the_princes_toys_3_the_doll_with_blinking_eyes,1763.54307106
1976,guit_koshkin_the_princes_toys_4_playing_soldiers,794.281137877
1976,guit_krieger_menuett,563.648709016
1976,guit_kruisbrink_dont_give_up,1370.63944372
1976,guit_kuffner_080_sonatines_01_andantino_1,1019.1470325
1976,jani_e_bhul,2782.98022049
1976,jedin_sokol_mukul,231.294225613
1976,je_ratey_mor,1111.57111076
1976,jhilik_jhilik,877.944735083
1976,jibone_ki_pabo_na,3037.53083063
1976,jodi_aponar_monay,770.800016723
1976,jodio_rojoni,1706.39617727
1976,jogotey_anondojoggey,2429.36226308
1976,ke_jabi_ay,2551.76887131
1976,ke_jeno_go,3395.68172941
1976,keno_pantho_e_choncholota,4044.60992605
1976,ki_dekhle_tumi,2999.15484515
1976,ki_hobe_ar,3328.41946895
1976,monay_robey_ki_na_robey,3783.64446676
1976,muktiro_mondiro,1341.81077401
1976,na_na_na_aj,2653.85442733
1976,nishirat,2000.08313303
1976,o_amar_mon_jomunar,3103.06096974
1976,oi_gachher_patay,1045.32599309
1976,oi_je_sobuj,841.828972198
1976,o_majhi_bhaiyo,2252.68656372
1976,o_mayna_kotha_kao,1869.56789917
1976,o_polash_o_shimul,2612.48967227
1976,o_projapoti,1826.19444864
1976,orey_bagha_re,3773.5594682
1976,orey_sabdhani_pothik,299.989992058
1976,pallabini_go,2958.81762144
1976,prantorero_gan,662.403315114
1976,prem_ekbari_esechhilo,1061.73758699
1976,rong_shudhu,897.686733274
1976,shanto_noditi,2342.46783788
1976,shesh_nahi_je,4910.50678795
1976,sobai_to_sukhi,1342.14202098
1976,surjo_dobar_pala,938.597911832
1976,tai_tomar_anondo,1436.20598945
1976,tomar_shesh_bicharer,1168.16065511
1976,tumi_je_giyachho,3042.34521822
aji_bijano_ghorey,1976,1859.27185184
aji_bijano_ghorey,aji_bijano_ghorey,0.0
aji_bijano_ghorey,aji_joto_tara,1877.05694175
aji_bijano_ghorey,amar_andhar_ghorer,3200.33275076
aji_bijano_ghorey,amar_bhuban_to_aj_holo_kangal,2356.97035516
aji_bijano_ghorey,amar_din_katey_na,3953.73471226
aji_bijano_ghorey,amar_ei_path_chawatei_anondo,385.161453693
aji_bijano_ghorey,amar_swapno,1403.09628956
aji_bijano_ghorey,ami_andharer_rong,3599.56164347
aji_bijano_ghorey,ami_cholte_cholte,3405.42401977
aji_bijano_ghorey,ami_jamini,3486.09040633
aji_bijano_ghorey,ami_tomay_joto,1580.87409818
aji_bijano_ghorey,andhar_amar_rerec,2554.44344553
aji_bijano_ghorey,ay_bristi_jhnepe,1849.79877259
aji_bijano_ghorey,bnash_baganer_mathar_opor,1606.72373575
aji_bijano_ghorey,bonotol,1472.26608484
aji_bijano_ghorey,bristi_thamar,1774.8278097
aji_bijano_ghorey,charano_dhorite_diyo_go_amarey,4022.27678155
aji_bijano_ghorey,chompaboti,3645.8636267
aji_bijano_ghorey,chonchol_sonali,2738.41963753
aji_bijano_ghorey,dadra_kaharbay,3528.46000443
aji_bijano_ghorey,dujoney_dekha_holo,1553.76641056
aji_bijano_ghorey,ei_duniyay_bhai,1805.1262115
aji_bijano_ghorey,ei_ghum_ghum_chand,1653.64551408
aji_bijano_ghorey,ekti_madhabi,756.768809666
aji_bijano_ghorey,emon_ekta_jhor_uthuk,6268.91155895
aji_bijano_ghorey,geetgobinda,1244.63483476
aji_bijano_ghorey,guit_horetzky_op18_amusemens_08,972.599213681
aji_bijano_ghorey,guit_horetzky_op18_amusemens_09,374.329518129
aji_bijano_ghorey,guit_horetzky_op18_amusemens_10,389.476185415
aji_bijano_ghorey,guit_horetzky_op18_amusemens_11,414.38519047
aji_bijano_ghorey,guit_horetzky_op18_amusemens_12,2672.19472035
aji_bijano_ghorey,guit_horetzky_op23_12_divertimentos_01_tempo_di_valse_in_c,460.029254583
aji_bijano_ghorey,guit_hummel_allegretto_in_c,612.000184279
aji_bijano_ghorey,guit_ivanov-kramskoi_prelude_in_e,1424.97079125
aji_bijano_ghorey,guit_ivanov-kramskoi_sad_tune,1002.57910465
aji_bijano_ghorey,guit_ivanov-kramskoi_variations_on_do_not_wake_her,1516.42126907
aji_bijano_ghorey,guit_ives_ayre_no2,1517.09470876
aji_bijano_ghorey,guit_jobim_a_felicidade,1218.57067031
aji_bijano_ghorey,guit_kapsberger_libro_primo_di_lauto_toccata_6,2506.76059515
aji_bijano_ghorey,guit_kleynjans_op060_2_barcarolles_1_lent,2552.43666412
aji_bijano_ghorey,guit_kleynjans_op140_petite_suite_in_g_1_valse_triste,1443.13993092
aji_bijano_ghorey,guit_kleynjans_op177_o_cordula,863.883106347
aji_bijano_ghorey,guit_koshkin_ballade,1102.9415713
aji_bijano_ghorey,guit_koshkin_da_capo_01_intrada,1907.53606968
aji_bijano_ghorey,guit_koshkin_da_capo_02_melody,236.922144479
aji_bijano_ghorey,guit_koshkin_da_capo_03_dance,366.937591643
aji_bijano_ghorey,guit_koshkin_da_capo_04_ballad,344.502904759
aji_bijano_ghorey,guit_koshkin_da_capo_05_snowflakes,415.257366357
aji_bijano_ghorey,guit_koshkin_da_capo_06_desert,652.590179266
aji_bijano_ghorey,guit_koshkin_da_capo_07_five_crotchets,532.628498019
aji_bijano_ghorey,guit_koshkin_da_capo_08_dialogue,485.447265418
aji_bijano_ghorey,guit_koshkin_da_capo_09_elephant,2477.87903176
aji_bijano_ghorey,guit_koshkin_da_capo_10_waltz,365.776439642
aji_bijano_ghorey,guit_koshkin_da_capo_11_without_landscape,1618.76239477
aji_bijano_ghorey,guit_koshkin_da_capo_12_ceremony,1375.75497923
aji_bijano_ghorey,guit_koshkin_da_capo_13_ukranian_folk_song,1103.22127512
aji_bijano_ghorey,guit_koshkin_da_capo_14_carcassi,269.867430086
aji_bijano_ghorey,guit_koshkin_da_capo_15_etude,1637.88187351
aji_bijano_ghorey,guit_koshkin_da_capo_16_humoresque,1162.49376897
aji_bijano_ghorey,guit_koshkin_da_capo_17_the_sailors_fate,2128.199616
aji_bijano_ghorey,guit_koshkin_da_capo_18_jota,909.553545821
aji_bijano_ghorey,guit_koshkin_da_capo_19_polka,486.899033629
aji_bijano_ghorey,guit_koshkin_da_capo_20_jig,777.693769867
aji_bijano_ghorey,guit_koshkin_da_capo_21_dotted_line,1105.32524398
aji_bijano_ghorey,guit_koshkin_da_capo_22_choros,822.957999262
aji_bijano_ghorey,guit_koshkin_da_capo_23_aria,1945.33499648
aji_bijano_ghorey,guit_koshkin_da_capo_24_amphion,1261.89241716
aji_bijano_ghorey,guit_koshkin_mascarades_01_poissons_dor,328.835728687
aji_bijano_ghorey,guit_koshkin_mascarades_02_le_bateau_en_papier,261.349084109
aji_bijano_ghorey,guit_koshkin_mascarades_03_rodeo,402.090607354
aji_bijano_ghorey,guit_koshkin_mascarades_04_valse,529.479408127
aji_bijano_ghorey,guit_koshkin_mascarades_05_la_marelle,312.028019702
aji_bijano_ghorey,guit_koshkin_mascarades_06_le_dragon_de_papier,486.021390383
aji_bijano_ghorey,guit_koshkin_mascarades_07_la_chanson_du_menestrel,389.332656442
aji_bijano_ghorey,guit_koshkin_mascarades_08_pinocchio,579.143413971
aji_bijano_ghorey,guit_koshkin_mascarades_09_colombine,890.936666841
aji_bijano_ghorey,guit_koshkin_prelude_and_waltz,2254.4115882
aji_bijano_ghorey,guit_koshkin_the_fall_of_birds_1_andante_quasi_passacaglia,2342.58010333
aji_bijano_ghorey,guit_koshkin_the_fall_of_birds_2_toccata,2131.1027809
aji_bijano_ghorey,guit_koshkin_the_porcelain_tower_0_theme_by_stepan_rak,638.70837202
aji_bijano_ghorey,guit_koshkin_the_porcelain_tower_1_march_the_yellow_paper_dragon,2236.35702586
aji_bijano_ghorey,guit_koshkin_the_porcelain_tower_2_valse_bamboo_umbrella,1240.94394816
aji_bijano_ghorey,guit_koshkin_the_porcelain_tower_3_sarabande_sphere_inside_sphere,2335.38578634
aji_bijano_ghorey,guit_koshkin_the_porcelain_tower_6_toccata_fox-werewolf,2195.36802331
aji_bijano_ghorey,guit_koshkin_the_princes_toys_1_the_mischievous_prince,1535.22991794
aji_bijano_ghorey,guit_koshkin_the_princes_toys_2_the_mechanical_monkey,1822.82469794
aji_bijano_ghorey,guit_koshkin_the_princes_toys_3_the_doll_with_blinking_eyes,2048.70936069
aji_bijano_ghorey,guit_koshkin_the_princes_toys_4_playing_soldiers,2247.53959631
aji_bijano_ghorey,guit_krieger_menuett,665.941652615
aji_bijano_ghorey,guit_kruisbrink_dont_give_up,1894.31857208
aji_bijano_ghorey,guit_kuffner_080_sonatines_01_andantino_1,968.110703362
aji_bijano_ghorey,jani_e_bhul,820.694634842
aji_bijano_ghorey,jedin_sokol_mukul,1829.75497245
aji_bijano_ghorey,je_ratey_mor,1366.65599094
aji_bijano_ghorey,jhilik_jhilik,1567.85809996
aji_bijano_ghorey,jibone_ki_pabo_na,1832.02556559
aji_bijano_ghorey,jodi_aponar_monay,2690.34512476
aji_bijano_ghorey,jodio_rojoni,1207.31329294
aji_bijano_ghorey,jogotey_anondojoggey,939.14693598
aji_bijano_ghorey,ke_jabi_ay,4654.25488702
aji_bijano_ghorey,ke_jeno_go,5392.89422474
aji_bijano_ghorey,keno_pantho_e_choncholota,2924.27112858
aji_bijano_ghorey,ki_dekhle_tumi,4329.19187333
aji_bijano_ghorey,ki_hobe_ar,2271.6658879
aji_bijano_ghorey,monay_robey_ki_na_robey,2385.44640427
aji_bijano_ghorey,muktiro_mondiro,1964.46067622
aji_bijano_ghorey,na_na_na_aj,3437.09494164
aji_bijano_ghorey,nishirat,176.233298839
aji_bijano_ghorey,o_amar_mon_jomunar,1764.03014021
aji_bijano_ghorey,oi_gachher_patay,2652.272763
aji_bijano_ghorey,oi_je_sobuj,2593.18789755
aji_bijano_ghorey,o_majhi_bhaiyo,4046.24555451
aji_bijano_ghorey,o_mayna_kotha_kao,292.33135075
aji_bijano_ghorey,o_polash_o_shimul,3555.77668337
aji_bijano_ghorey,o_projapoti,957.077910159
aji_bijano_ghorey,orey_bagha_re,2308.58471191
aji_bijano_ghorey,orey_sabdhani_pothik,2187.67491629
aji_bijano_ghorey,pallabini_go,1969.1363668
aji_bijano_ghorey,prantorero_gan,1654.39082132
aji_bijano_ghorey,prem_ekbari_esechhilo,1085.95612702
aji_bijano_ghorey,rong_shudhu,1531.95144165
aji_bijano_ghorey,shanto_noditi,5727.80300964
aji_bijano_ghorey,shesh_nahi_je,3844.31977237
aji_bijano_ghorey,sobai_to_sukhi,925.742488742
aji_bijano_ghorey,surjo_dobar_pala,1118.80949009
aji_bijano_ghorey,tai_tomar_anondo,558.928446343
aji_bijano_ghorey,tomar_shesh_bicharer,1248.12144683
aji_bijano_ghorey,tumi_je_giyachho,1848.57790565
aji_joto_tara,1976,3413.63347163
aji_joto_tara,aji_bijano_ghorey,1877.05694175
aji_joto_tara,aji_joto_tara,0.0
aji_joto_tara,amar_andhar_ghorer,4834.78399528
aji_joto_tara,amar_bhuban_to_aj_holo_kangal,1088.99779553
aji_joto_tara,amar_din_katey_na,4939.85829228
aji_joto_tara,amar_ei_path_chawatei_anondo,2251.17995269
aji_joto_tara,amar_swapno,3454.08449058
aji_joto_tara,ami_andharer_rong,1181.29216517
aji_joto_tara,ami_cholte_cholte,5219.89074322
aji_joto_tara,ami_jamini,5286.67481917
aji_joto_tara,ami_tomay_joto,3384.90317049
aji_joto_tara,andhar_amar_rerec,3705.85595702
aji_joto_tara,ay_bristi_jhnepe,3516.41424313
aji_joto_tara,bnash_baganer_mathar_opor,2624.07351487
aji_joto_tara,bonotol,1620.0551943
aji_joto_tara,bristi_thamar,1409.28969433
aji_joto_tara,charano_dhorite_diyo_go_amarey,5855.02447093
aji_joto_tara,chompaboti,5531.84698112
aji_joto_tara,chonchol_sonali,5191.58453079
aji_joto_tara,dadra_kaharbay,1605.16647598
aji_joto_tara,dujoney_dekha_holo,3316.72811849
aji_joto_tara,ei_duniyay_bhai,4143.97599312
aji_joto_tara,ei_ghum_ghum_chand,3731.22941367
aji_joto_tara,ekti_madhabi,1132.49243518
aji_joto_tara,emon_ekta_jhor_uthuk,7541.55871827
aji_joto_tara,geetgobinda,2016.71506671
aji_joto_tara,guit_horetzky_op18_amusemens_08,2229.14109606
aji_joto_tara,guit_horetzky_op18_amusemens_09,694.366695812
aji_joto_tara,guit_horetzky_op18_amusemens_10,1038.44806439
aji_joto_tara,guit_horetzky_op18_amusemens_11,476.162014889
aji_joto_tara,guit_horetzky_op18_amusemens_12,4488.74790247
aji_joto_tara,guit_horetzky_op23_12_divertimentos_01_tempo_di_valse_in_c,1290.18958929
aji_joto_tara,guit_hummel_allegretto_in_c,998.288446209
aji_joto_tara,guit_ivanov-kramskoi_prelude_in_e,2507.01577985
aji_joto_tara,guit_ivanov-kramskoi_sad_tune,1667.27787712
aji_joto_tara,guit_ivanov-kramskoi_variations_on_do_not_wake_her,3733.98488593
aji_joto_tara,guit_ives_ayre_no2,3933.91119673
aji_joto_tara,guit_jobim_a_felicidade,2920.30761236
aji_joto_tara,guit_kapsberger_libro_primo_di_lauto_toccata_6,4086.59220883
aji_joto_tara,guit_kleynjans_op060_2_barcarolles_1_lent,2789.5288773
aji_joto_tara,guit_kleynjans_op140_petite_suite_in_g_1_valse_triste,1043.40920204
aji_joto_tara,guit_kleynjans_op177_o_cordula,2070.26794493
aji_joto_tara,guit_koshkin_ballade,2719.75499627
aji_joto_tara,guit_koshkin_da_capo_01_intrada,3137.04237733
aji_joto_tara,guit_koshkin_da_capo_02_melody,287.753124846
aji_joto_tara,guit_koshkin_da_capo_03_dance,402.294899228
aji_joto_tara,guit_koshkin_da_capo_04_ballad,336.252647677
aji_joto_tara,guit_koshkin_da_capo_05_snowflakes,450.758272012
aji_joto_tara,guit_koshkin_da_capo_06_desert,1095.48557028
aji_joto_tara,guit_koshkin_da_capo_07_five_crotchets,1181.69941223
aji_joto_tara,guit_koshkin_da_capo_08_dialogue,552.932964895
aji_joto_tara,guit_koshkin_da_capo_09_elephant,4635.25497261
aji_joto_tara,guit_koshkin_da_capo_10_waltz,369.807601436
aji_joto_tara,guit_koshkin_da_capo_11_without_landscape,3153.1166829
aji_joto_tara,guit_koshkin_da_capo_12_ceremony,2994.75741677
aji_joto_tara,guit_koshkin_da_capo_13_ukranian_folk_song,1914.38050633
aji_joto_tara,guit_koshkin_da_capo_14_carcassi,376.193589122
aji_joto_tara,guit_koshkin_da_capo_15_etude,2412.23576228
aji_joto_tara,guit_koshkin_da_capo_16_humoresque,1223.93660087
aji_joto_tara,guit_koshkin_da_capo_17_the_sailors_fate,3260.31282346
aji_joto_tara,guit_koshkin_da_capo_18_jota,1818.58111634
aji_joto_tara,guit_koshkin_da_capo_19_polka,707.826760919
aji_joto_tara,guit_koshkin_da_capo_20_jig,393.177729144
aji_joto_tara,guit_koshkin_da_capo_21_dotted_line,739.068438243
aji_joto_tara,guit_koshkin_da_capo_22_choros,1794.42046521
aji_joto_tara,guit_koshkin_da_capo_23_aria,1833.28754597
aji_joto_tara,guit_koshkin_da_capo_24_amphion,2944.62135669
aji_joto_tara,guit_koshkin_mascarades_01_poissons_dor,246.342592815
aji_joto_tara,guit_koshkin_mascarades_02_le_bateau_en_papier,430.574259084
aji_joto_tara,guit_koshkin_mascarades_03_rodeo,280.414787054
aji_joto_tara,guit_koshkin_mascarades_04_valse,458.772387004
aji_joto_tara,guit_koshkin_mascarades_05_la_marelle,278.988137253
aji_joto_tara,guit_koshkin_mascarades_06_le_dragon_de_papier,1243.31538754
aji_joto_tara,guit_koshkin_mascarades_07_la_chanson_du_menestrel,378.085011099
aji_joto_tara,guit_koshkin_mascarades_08_pinocchio,582.207557506
aji_joto_tara,guit_koshkin_mascarades_09_colombine,1939.10029923
aji_joto_tara,guit_koshkin_prelude_and_waltz,1598.64187336
aji_joto_tara,guit_koshkin_the_fall_of_birds_1_andante_quasi_passacaglia,4162.55010252
aji_joto_tara,guit_koshkin_the_fall_of_birds_2_toccata,4603.91571988
aji_joto_tara,guit_koshkin_the_porcelain_tower_0_theme_by_stepan_rak,1146.8886759
aji_joto_tara,guit_koshkin_the_porcelain_tower_1_march_the_yellow_paper_dragon,3423.58511923
aji_joto_tara,guit_koshkin_the_porcelain_tower_2_valse_bamboo_umbrella,2792.0279618
aji_joto_tara,guit_koshkin_the_porcelain_tower_3_sarabande_sphere_inside_sphere,2738.79939229
aji_joto_tara,guit_koshkin_the_porcelain_tower_6_toccata_fox-werewolf,3222.64649291
aji_joto_tara,guit_koshkin_the_princes_toys_1_the_mischievous_prince,2496.29043229
aji_joto_tara,guit_koshkin_the_princes_toys_2_the_mechanical_monkey,3591.20093209
aji_joto_tara,guit_koshkin_the_princes_toys_3_the_doll_with_blinking_eyes,4114.94140393
aji_joto_tara,guit_koshkin_the_princes_toys_4_playing_soldiers,3775.65217664
aji_joto_tara,guit_krieger_menuett,1249.785433
aji_joto_tara,guit_kruisbrink_dont_give_up,4452.04871839
aji_joto_tara,guit_kuffner_080_sonatines_01_andantino_1,1001.11813012
aji_joto_tara,jani_e_bhul,1202.07566211
aji_joto_tara,jedin_sokol_mukul,3752.925529
aji_joto_tara,je_ratey_mor,3892.43492541
aji_joto_tara,jhilik_jhilik,3479.1239378
aji_joto_tara,jibone_ki_pabo_na,1245.798023
aji_joto_tara,jodi_aponar_monay,3835.5186827
aji_joto_tara,jodio_rojoni,2678.71656917
aji_joto_tara,jogotey_anondojoggey,1895.67805817
aji_joto_tara,ke_jabi_ay,5653.56640129
aji_joto_tara,ke_jeno_go,4648.112339
aji_joto_tara,keno_pantho_e_choncholota,799.27973012
aji_joto_tara,ki_dekhle_tumi,5260.09062589
aji_joto_tara,ki_hobe_ar,1401.12602176
aji_joto_tara,monay_robey_ki_na_robey,890.702802156
aji_joto_tara,muktiro_mondiro,2602.09563698
aji_joto_tara,na_na_na_aj,3625.09045126
aji_joto_tara,nishirat,2127.63530276
aji_joto_tara,o_amar_mon_jomunar,1596.46722148
aji_joto_tara,oi_gachher_patay,3548.29138932
aji_joto_tara,oi_je_sobuj,5114.97577869
aji_joto_tara,o_majhi_bhaiyo,6896.93651797
aji_joto_tara,o_mayna_kotha_kao,2087.93211816
aji_joto_tara,o_polash_o_shimul,3945.24149213
aji_joto_tara,o_projapoti,2816.3184305
aji_joto_tara,orey_bagha_re,176.330541562
aji_joto_tara,orey_sabdhani_pothik,4320.74797579
aji_joto_tara,pallabini_go,1317.68343993
aji_joto_tara,prantorero_gan,4158.68297115
aji_joto_tara,prem_ekbari_esechhilo,2626.0099075
aji_joto_tara,rong_shudhu,3113.01942183
aji_joto_tara,shanto_noditi,6572.64154543
aji_joto_tara,shesh_nahi_je,1308.34914009
aji_joto_tara,sobai_to_sukhi,2044.30199193
aji_joto_tara,surjo_dobar_pala,3240.4257974
aji_joto_tara,tai_tomar_anondo,2272.90087251
aji_joto_tara,tomar_shesh_bicharer,3546.29509711
aji_joto_tara,tumi_je_giyachho,1951.78533497
amar_andhar_ghorer,1976,1538.37331342
amar_andhar_ghorer,aji_bijano_ghorey,3200.33275076
amar_andhar_ghorer,aji_joto_tara,4834.78399528
amar_andhar_ghorer,amar_andhar_ghorer,0.0
amar_andhar_ghorer,amar_bhuban_to_aj_holo_kangal,5054.80823317
amar_andhar_ghorer,amar_din_katey_na,590.926192278
amar_andhar_ghorer,amar_ei_path_chawatei_anondo,3449.49301528
amar_andhar_ghorer,amar_swapno,2561.8982437
amar_andhar_ghorer,ami_andharer_rong,7687.28005184
amar_andhar_ghorer,ami_cholte_cholte,715.594223291
amar_andhar_ghorer,ami_jamini,646.683536785
amar_andhar_ghorer,ami_tomay_joto,1972.0227045
amar_andhar_ghorer,andhar_amar_rerec,1558.19802434
amar_andhar_ghorer,ay_bristi_jhnepe,3201.71722594
amar_andhar_ghorer,bnash_baganer_mathar_opor,2101.21285241
amar_andhar_ghorer,bonotol,4500.1165266
amar_andhar_ghorer,bristi_thamar,4374.22706747
amar_andhar_ghorer,charano_dhorite_diyo_go_amarey,742.459891111
amar_andhar_ghorer,chompaboti,3216.68886613
amar_andhar_ghorer,chonchol_sonali,776.277080388
amar_andhar_ghorer,dadra_kaharbay,7198.84197575
amar_andhar_ghorer,dujoney_dekha_holo,2329.59049021
amar_andhar_ghorer,ei_duniyay_bhai,557.648080719
amar_andhar_ghorer,ei_ghum_ghum_chand,1670.13959414
amar_andhar_ghorer,ekti_madhabi,4150.67825051
amar_andhar_ghorer,emon_ekta_jhor_uthuk,2422.08171096
amar_andhar_ghorer,geetgobinda,3122.57833676
amar_andhar_ghorer,guit_horetzky_op18_amusemens_08,423.333174779
amar_andhar_ghorer,guit_horetzky_op18_amusemens_09,811.009386437
amar_andhar_ghorer,guit_horetzky_op18_amusemens_10,579.686079627
amar_andhar_ghorer,guit_horetzky_op18_amusemens_11,285.984647975
amar_andhar_ghorer,guit_horetzky_op18_amusemens_12,989.346615206
amar_andhar_ghorer,guit_horetzky_op23_12_divertimentos_01_tempo_di_valse_in_c,498.175457035
amar_andhar_ghorer,guit_hummel_allegretto_in_c,917.014125528
amar_andhar_ghorer,guit_ivanov-kramskoi_prelude_in_e,1479.41077699
amar_andhar_ghorer,guit_ivanov-kramskoi_sad_tune,407.494478572
amar_andhar_ghorer,guit_ivanov-kramskoi_variations_on_do_not_wake_her,2308.94629863
amar_andhar_ghorer,guit_ives_ayre_no2,2185.2783067
amar_andhar_ghorer,guit_jobim_a_felicidade,3062.95568082
amar_andhar_ghorer,guit_kapsberger_libro_primo_di_lauto_toccata_6,2036.70457579
amar_andhar_ghorer,guit_kleynjans_op060_2_barcarolles_1_lent,3947.92672451
amar_andhar_ghorer,guit_kleynjans_op140_petite_suite_in_g_1_valse_triste,1928.00703622
amar_andhar_ghorer,guit_kleynjans_op177_o_cordula,886.355636346
amar_andhar_ghorer,guit_koshkin_ballade,1713.62264358
amar_andhar_ghorer,guit_koshkin_da_capo_01_intrada,759.340906975
amar_andhar_ghorer,guit_koshkin_da_capo_02_melody,320.582962709
amar_andhar_ghorer,guit_koshkin_da_capo_03_dance,284.355949508
amar_andhar_ghorer,guit_koshkin_da_capo_04_ballad,192.246236359
amar_andhar_ghorer,guit_koshkin_da_capo_05_snowflakes,496.208860456
amar_andhar_ghorer,guit_koshkin_da_capo_06_desert,401.773316536
amar_andhar_ghorer,guit_koshkin_da_capo_07_five_crotchets,316.139360359
amar_andhar_ghorer,guit_koshkin_da_capo_08_dialogue,622.610371184
amar_andhar_ghorer,guit_koshkin_da_capo_09_elephant,1175.87619203
amar_andhar_ghorer,guit_koshkin_da_capo_10_waltz,696.731452028
amar_andhar_ghorer,guit_koshkin_da_capo_11_without_landscape,2194.0132453
amar_andhar_ghorer,guit_koshkin_da_capo_12_ceremony,963.555021429
amar_andhar_ghorer,guit_koshkin_da_capo_13_ukranian_folk_song,1726.38471502
